,EMcrossnear,EMfracstdnear,EPstdnear,MMRstrengthnear,EMcrossfar,EMfracstdfar,EPstdfar,MMRstrengthfar,MEGNO,MEGNOstd
22,0.08554152467149709,0.10354116332598728,0.020232912318896387,0.01649263686721832,0.7031540569851586,0.020283651761450576,0.0001789738925539845,,2.159882978364065,0.23550901917773415
23,0.3834843262466105,0.032903255973800026,0.004290224383172697,0.030925858875683422,0.40957224347637505,0.010887594234002346,0.023701496561546256,0.2421666894246044,2.022708316846198,0.22841430887795713
24,0.1653256640343106,0.005381844760959958,4.606346909399767e-05,0.016281435027945775,0.38237263782506103,0.0017699561721810032,0.000472335615718463,0.00043909087588092275,2.062857161648557,0.22915258029087868
25,0.15270805065273485,0.07359252398643198,0.0002541296781545543,0.04428362109475955,0.27176777778926253,0.17363990119103204,0.0088406463373942,0.032539021433711124,,
26,0.1583503525187294,0.021660233828291905,0.020468621289696714,0.09432891912037578,0.8912157688180042,0.021123129767528056,0.0006942165296880196,,2.033481860224506,0.22485655394303425
27,0.24416303786561405,0.013524155589970619,0.0015272245319989195,0.0177815658202623,0.2582539521221109,0.008634902009841138,0.00035628748721162044,0.016282991552038585,2.1449709611312286,0.23706775885328227
28,0.13386854225909206,0.004738449518056683,0.00016136908297327513,0.014784065914432973,0.6766278555304523,9.741707347584765e-05,6.742297967163802e-05,,2.0417454173701564,0.2267820488201321
29,0.1734827629594291,0.0542312931265961,0.0014899958826785449,0.06885643272520404,0.8749203996866826,0.016035652476957724,0.009478410162960915,,147.83518855569287,43.35804860453738
30,0.04911153826982293,,,,0.10158762120364571,,,,,
31,0.012428844875427484,,,,0.1808114109036141,,,,,
32,0.3927051576432149,0.01193905959940671,0.005926305595638196,0.008100621216109579,1.1720622510335494,0.0028780312721858586,0.0008725017569073379,0.03570839236846078,2.0849250017155616,0.23156647547755752
33,0.1052084345947652,0.014833858923430783,0.0039534048800455275,0.02672111318281391,1.5001567477029552,0.0012587612465060308,0.00025091477807551453,,2.1350339715919917,0.23614651522527685
34,0.19667320707051425,0.0002672028048547271,1.0053929179430177e-05,0.0004693496423600609,0.29545229394201317,0.00019770984925473992,1.219745610229417e-05,0.0007332068686117779,2.041430355243909,0.22668946472480692
35,0.5668643410043044,0.0023355553844568717,0.0002629036422410691,0.18999056789419932,1.9998397469046747,0.0007542474448559874,6.30580034844401e-05,,2.239008137430043,0.25042606803991607
36,0.11396140319187,,,,0.13660730404044574,,,,,
37,0.45351250052994185,0.0003250590952195931,3.5057684070824737e-06,2.4534210923911345e-05,0.5657041897334457,0.00020928895015878793,1.6165680708560593e-05,0.0066502828122445515,2.1442561308673778,0.23815273959075992
38,0.10920735432869808,0.005107278076597426,0.0001216822365878569,0.024055317908159922,0.38505408296646737,0.0002618843405644329,9.466317850683713e-05,0.0010562419253923644,2.0289831462285544,0.22527961101856805
39,0.5287777363799298,0.001053614419344273,4.555163579053945e-06,,2.720621718335164,0.00015751131845663502,6.774819287134472e-07,,2.0133701107714748,0.2252067476408124
40,0.0939184549231659,0.05667273991832071,1.2834731218912937e-05,0.11757653133724032,0.26396458555235897,0.027278550612341263,0.004961005454989937,0.001494141639578818,25.989034413993778,7.919906879974362
41,1.4805299894097184,9.883097416747849e-06,4.6137336340712204e-06,,2.1385180288188788,5.6313336381195104e-06,4.68622700915883e-06,,2.1522291330153847,0.23883096587646335
42,0.016129029356483363,,,,0.09436514438445485,,,,,
43,0.13651316179459685,0.02174844641328977,0.0003521767140029002,0.0449960300590492,0.5423706119329035,0.004411542893450771,0.0011643656847122865,0.022197530828087092,2.016893044914,0.2244168770819013
44,0.31387282728843935,0.007359369028229373,0.00020137409023379248,0.11659469659352478,1.7567642303635422,0.0007516645725923672,0.0006101233217146875,,2.0443980523513265,0.22679006049571182
45,0.021508757743674466,,,,0.8356264561369673,,,,,
46,0.21160502492457367,0.012328341884098086,2.7276032020106955e-05,0.19361531339152363,0.8211685817197164,0.002882383291310826,2.9500234676374303e-05,,2.0786106818285788,0.2317420578094723
47,0.2659665636880165,0.004352656436167137,0.0007871782606718267,0.0038611491238832,0.7994942814247102,0.005845802061043839,0.0017390992604599067,,2.099706161670088,0.23342782591438685
48,2.4433513540349914,2.132190176865149e-06,5.596044414577285e-08,,2.5271314227085333,6.000039110090665e-06,8.868176818310925e-08,,2.3199518830295496,0.25767493510690387
49,0.08076693920252159,0.028650674625190217,0.003046293404419928,0.010308287239968673,0.5825934828514382,0.0006628823525739974,2.101151024007687e-05,0.209978926963437,2.220703746559091,0.24931035937005241
50,0.4215513076664754,0.00025510202907214004,7.2265015701456615e-06,0.0001485359092117109,0.6786328427028743,0.00016188485551656164,2.1050720821773163e-06,,2.085170952380749,0.2318571772091451
51,0.11979597621907327,,,,1.1887194908705303,,,,,
52,0.01046703255378377,0.02773540899103902,2.8703771001469838e-05,,0.40152032805939414,0.004812414545474787,0.0015067308645793094,0.0017743604929637826,1.9551940795448381,0.21846051025911623
53,0.02716942497788297,,,,2.616623531888044,,,,,
54,0.07093756548423764,,,,0.9189983110905126,,,,,
55,0.45200381329733896,0.0015005949917928291,0.0008655373592752054,3.916766869455732e-05,0.9268444116970043,7.843297079336796e-05,2.684773599114154e-06,,2.163404638121152,0.24112221412218438
56,0.40333913926481224,0.007088738139484946,0.00183242305039796,0.03327388146117606,0.46409425562151485,0.010772903456531325,0.000919077444631151,,2.0258468649162644,0.22477603932770787
57,0.18193758919559036,0.012691649932362556,0.001320288569687307,0.4017653605453998,0.505523983327488,0.03686362480799508,0.010230265845610903,,2.0884060391510157,0.23601806498674832
58,0.15032470590565636,0.0005915823128267548,3.966630275626194e-05,0.0028351519574864653,0.2863986890703503,0.0002962878691925986,3.0613479252988806e-06,0.0036103878328705655,2.130128114903207,0.23706230713559667
59,0.5711911925328872,0.0009173391950089297,0.0001926281913923371,0.013608171936508038,0.6759228323642791,0.0005204316717841918,5.989401791524739e-05,,2.204757550080743,0.24460342493666143
60,0.6516586380060936,0.0037355942578804814,8.045310108702193e-05,0.02577070231443596,0.7855059844996216,0.0012202603738196024,0.00012691637399456966,,2.0296647276055095,0.2255242596228762
61,0.43683513263056994,0.0003439066518170547,3.5063666558784194e-05,8.065289661987653e-05,0.6062321406349014,0.0008304340126379369,0.00010565599561431452,0.014218478372547496,2.1637361831748034,0.24079249342033734
62,0.029777756487958055,0.047081856694143394,1.1338322021042372e-05,,0.23124599813140137,0.0080012652347221,0.001060507392744327,0.0026989364345035,23.924375646792992,7.376990731726639
63,0.03330763313539745,,,,1.932555319297616,,,,,
64,0.6170642232484751,0.0010130107464799715,0.00029096977847670603,0.04013594144088921,0.7173656799277872,0.0063539507597529035,5.452160231776244e-06,,2.008373222164012,0.22297861856233228
65,0.15480376581256536,0.0073986530101911125,6.908847933690883e-05,0.036299846089679566,0.2694665626315816,0.02906664667866072,0.0038239822068858583,0.0017656422053132239,2.259337854933136,0.25142611550251587
66,0.5194085601179596,9.57578333313209e-05,3.86786635736328e-06,,1.0762058902361975,1.2934750338684022e-05,9.267893198970107e-06,0.007971721746946204,2.1436443686486806,0.23846404946601008
67,0.21475161071949617,0.013693064208322708,1.2498134029403559e-05,0.0831006236168543,0.4297395542298951,0.008097361413013204,0.001862692433727761,0.0004764892870028256,2.2003494246935977,0.24502778255784619
68,0.008847239419454846,0.0201200058492824,3.438453179755887e-05,,0.9657338292923964,0.004806365835100861,0.0003127983537269207,,2.0558337732166025,0.2331256079213091
69,0.125330997629086,,,,0.31937684536344557,,,,,
70,0.3109004023160092,0.0047985792400545854,0.00030838638150173283,1.2182123022407216,1.4441399263692076,0.0003599996721578252,0.0005465727980505575,,2.1079272313168524,0.2347474394511742
71,0.28434827130575585,0.008185931031340707,0.0008420817921183097,0.06767746726238377,2.1320307337272504,0.001822163730119795,0.0008878132629477932,,2.079880391932609,0.23126140353904678
72,0.2545067841776265,0.019288751574363442,0.0009318855145272228,0.08717903656427349,1.272625787242546,0.005784025784601042,0.0016975624553467927,,2.6110161893813637,0.2901566136137065
73,0.14135240336851648,0.07190690102957797,0.013267037172615324,0.005047794219411114,0.5525744310970526,0.0015214680223074285,0.00014262363172629203,0.04425051327088356,2.374626310585078,0.26404200370390485
74,0.268449984753227,0.011603952731104407,8.967934916583887e-06,0.003543548622921315,1.3354871832195787,0.0020239724899483503,1.575640778075064e-05,,2.1427040849726398,0.23708318026456507
75,0.5378060517683192,0.00880998933129398,0.0048259466791718535,0.0757772107498976,0.7475815833210361,0.001406324689913158,0.0013696339730433,,2.163930996872213,0.2405530674284186
76,0.03696042502003726,0.10099227010721093,0.00016570693796046722,0.10627821847918123,0.16951228609221994,0.010355054233366617,0.0008022179896441158,0.0037797606879440195,3.051868088638945,0.45107825281485153
77,0.02812955998825298,,,,0.508287574025778,,,,,
78,0.033961142129917576,0.24210870516531174,0.00012589015190812427,0.09696866209965141,0.18046819826663957,0.013898666569836364,0.0013442218083784625,0.003929684968121985,113.74462436119325,34.1265119408728
79,0.021392056726097824,0.030919181104217725,0.00016169293437800922,,0.3707148792409531,0.0017723699897013935,1.886278939947274e-05,0.0014518399750854034,11.617627237912046,3.5486431251985997
80,0.7794953904409229,0.00010097711500547702,7.012063835106346e-06,,1.1201983904705675,3.259809107809487e-05,5.765059140970866e-06,0.0013804006513669208,2.111953423447437,0.2343043787497302
81,0.19854152620031887,0.006504479050709655,5.717003117504007e-06,0.015196617516847486,0.2517261562100627,0.004492878104622897,0.00022672920241035468,0.012597005370105496,1.99625479304752,0.22084177973473762
82,0.030885916730283434,0.00774237217344644,0.00020585419235593654,0.011759254808779953,0.25351578378060236,0.0003562000106547326,8.833782590898104e-05,0.005282651628887318,2.7769246367920264,0.35503163711161456
83,0.20215071401030152,0.0002495165360744936,8.951435224275341e-05,0.008392537618109631,0.28148387690959165,0.0005085660258244047,4.299032911827187e-05,0.0037550349057802234,2.1255994008685937,0.23716529143449505
84,0.09224014035155448,0.05866014899348359,3.287485244417174e-05,0.19080967863865564,1.5272811302614275,0.0005074977375346717,0.00039214747062252204,,24.177671710188896,7.282250035821801
85,0.12700930688317277,0.008513041301528334,3.4660339042815467e-05,0.06067613914382025,0.39721596851400637,0.023309182402828275,0.00048274873776820365,0.003259257138686596,2.42494477577546,0.26604692926004236
86,0.26589323596037084,0.000130708970179005,5.351929792870803e-06,5.251281807560992e-06,0.3743942419991974,7.37158625468176e-05,4.6272653735166615e-06,2.8585367261102755e-06,2.023060407423036,0.22476899501863612
87,0.7815848381319058,4.9924295050575536e-05,5.587146087339555e-06,,2.314276189200196,2.646363756234825e-06,9.092055463024432e-07,,2.0784270232594175,0.2308858212966026
88,0.4124309134434184,0.002464104560711805,0.00084416983190078,0.07738185570241593,1.7963807700764762,0.0006673371074484941,0.0006336487430348534,,2.1184741561714646,0.23577548103354926
89,0.19864915359365617,0.0018673221728295049,9.674599571461443e-05,0.0052286459945763974,0.3995161434257087,0.0006809366776748481,0.0002878032052627903,0.027268298456117918,2.0791792022519484,0.23103600748098688
90,0.22373166853684515,0.02255679447467106,0.0015821679737542116,0.00900387523733226,0.23482708561016585,0.0105640615551158,8.005392802941136e-05,0.011887059523391957,2.0371917739254,0.22624379953562307
91,0.3646869158075056,0.00047845085595249275,1.2346695740840221e-05,0.00035159229359112176,1.7532796221070148,8.621912466412024e-06,1.413138750600918e-06,,2.155967630373391,0.23964499202842235
92,0.30531811355057903,0.05133165266953752,0.017897755462648553,0.09465169517054009,0.7772290011798422,0.00515836027899582,0.0013513262254445896,,2.2162978920153327,0.24613294778295397
93,0.40272609291985556,0.00060615381529081,9.831314400462519e-05,0.0094947655168998,0.7661030170437478,0.00031277784172763456,2.824219174612942e-05,,2.0098129389295654,0.22334966960498612
94,0.02459314783582003,,,,0.3937048244238054,,,,,
95,0.19220945620035407,0.007191208507437391,0.0016494768848231362,0.004511949297860133,0.33629357666737364,0.0023723370026543255,0.00031395318121227734,0.014163775769549018,2.026702539471521,0.22595161261170707
96,0.1793588309929613,,,,0.32912754637048014,,,,,
97,0.06717402651711044,,,,0.9816918159357597,,,,,
98,0.34927161952084634,0.0017563968578398126,0.00020253112198123616,0.012718442698115296,1.0730521622141491,0.002885000240359787,0.00012452422857511632,0.007408590800360446,2.0120531045556334,0.2236169098290528
99,0.3533365675553431,0.0012959239998682989,0.00015792323128022164,,1.255935739613344,0.0013942089561716116,0.0002507807062463987,,2.062891775487177,0.22914290751521316
100,0.117367735811057,0.03350266651754317,6.9413353595045e-05,0.043331378865767906,0.3211888207691397,0.007543577625509896,0.0025356133000474608,0.016359044079959424,4.027387733264776,0.7281738934732467
101,0.9243611129476768,0.00024687795266304746,3.843393209656287e-07,,1.320772819658778,6.6962316493895634e-06,2.4018388353448356e-06,,2.0255887490464506,0.22491494223865657
102,0.3795266639670732,0.0015730397463061749,5.9500826431831995e-05,0.0009758198292229312,0.7159131269042744,0.002664500352823836,0.0011706567808633663,,2.0501693407492603,0.22778498175068906
103,0.01646220426813404,,,,0.3705480334834674,,,,,
104,0.14009988350634148,0.0410422483799075,0.0005214261179381269,0.05949041069174423,0.46214076869806187,0.006745533271622868,0.002176609476257093,,20.256399120017292,6.188890958493895
105,0.013768180600320173,,,,0.03438965840015387,,,,,
106,0.09150975111821105,0.06020408257186703,0.0003533611881727146,0.07935124915745986,0.3587728338665984,0.054594868693752595,0.0017715541409952763,,49.91347037097972,16.62628337959382
107,0.14556643464064487,0.000551709416692679,4.389952529035828e-05,0.0005480836729312588,0.23898706166641398,7.298956443482921e-05,4.336752186833655e-06,0.0016006933849013077,2.185941411466982,0.24263758183336429
108,0.06954098616719376,0.8446647681945227,0.0001500654304612179,0.07969835856600806,0.7710888707220899,0.0008025788330671118,0.0005697014345134012,,,
109,0.6650291558961948,0.00011537689484533603,8.88994037877754e-05,,0.7438126120008545,9.845374278661717e-05,1.561187840077739e-05,,2.131667069314661,0.23653202642243312
110,0.048081464372728394,,,,0.27772829167899926,,,,,
111,0.5883888338057156,0.015059068631488736,0.000341044343599311,0.9076903378892983,0.5897665089923873,0.020150962893474334,0.0006972367517396843,1.1278563518152864,7.0988141461832255,1.74315441629755
112,0.6274836819933928,0.00136306264867754,0.0010366911267991484,0.07005499639616185,0.6891771561915263,0.0048939363526533525,0.0015781552315458113,,2.0572556468305487,0.22846856630850307
113,0.0776958638736327,,,,0.22654468455376348,,,,,
114,0.3295658821171846,0.003104725721784979,0.00014452415208811162,0.028216306037435135,1.2136566229464327,0.000998502448373861,0.001357489988888132,0.0010656506207117004,2.099380576308824,0.23318667283406494
115,0.05796013835307278,,,,1.2541476686216133,,,,,
116,0.9310049892086854,0.0001385464245596998,2.5947349794935097e-05,,1.6046844000996705,1.2641991337120913e-05,1.793737555272017e-05,,2.0334418470555184,0.2258441437268573
117,0.7067595587587888,7.22884761106823e-05,2.230486552473946e-06,,0.8100235820274568,1.289959438127173e-05,1.054370107129541e-06,,2.0825055487983315,0.2312208208102125
118,0.40797352036368173,0.0002712423098486672,0.00018174300396398943,0.0033848166180076617,1.8427811312118838,9.995901753359999e-06,1.1254525486242718e-06,,2.40120488292062,0.2670223600628209
119,0.05473382181137229,,,,2.5019756185145345,,,,,
120,0.027454426006554625,,,,0.7615644897375835,,,,,
121,0.042373905628429555,,,,1.5221307906342747,,,,,
122,0.5116260756567814,0.0005032664437654834,3.326443261111181e-06,,1.9993371637948087,0.00019857139660060835,8.436615857258996e-06,,2.126842115492309,0.23595938937398325
123,0.07829559586430587,0.0012912476988739192,2.969624426600023e-05,0.002464725316063086,1.525686079162026,2.367273176912741e-05,4.0272064805733663e-07,,2.156018258685199,0.23971935597348967
124,0.6389617742132673,0.0007462671351013961,0.00013902607443148473,0.017883462398471044,1.250462968324537,0.0002631782964472792,0.0003493743073857939,,2.2649500835830385,0.2512855661874363
125,0.04376566929689666,,,,0.4005686598945691,,,,,
126,0.03249643772949346,,,,0.14298202876831614,,,,,
127,0.1633342367605806,,,,0.33835933245600475,,,,,
128,0.12947721936103723,0.019179439556002893,0.00029568426235628535,0.1517873226323837,0.7380982618747186,0.007490780703732162,7.909593790527236e-06,,2.0001809595989255,0.25295616290171796
129,0.16672212105892015,0.0014035324526947557,5.8361422182725505e-05,0.0047527742109815235,0.6957007986197171,0.00012091814277929175,1.800502851660072e-05,,2.0820949989469293,0.23146146627827155
130,0.39117694415817494,0.0002507723127620804,5.567987934894061e-06,0.0022785925344038947,0.9700586348631082,5.5250941252894685e-05,5.4692571698637836e-05,1.2328483286621935e-05,2.165861995295919,0.24091700125022456
131,0.46660828151907596,0.00017155862381830535,2.6457576626716662e-05,,0.6097806645302543,8.683457211585644e-05,1.7485946962205827e-05,0.01877007557467257,2.0331724932276023,0.22591597513330852
132,1.1270506224572066,0.00021959906188539168,0.00030799015863971097,0.019991298720196,1.2093450465288569,0.0010351830998771804,0.001951826439527742,0.00020103132185147332,2.1746507455585338,0.24132224283308623
133,0.06934732507143876,,,,0.21830240042611496,,,,,
134,0.15503055247582012,0.0011651917786904228,0.0004781172341659111,0.003017150223294331,1.216387011384659,5.71621235253589e-05,2.733492180344791e-07,,2.050072391097477,0.2277330821436391
135,0.6888958581973841,5.217966942869513e-05,2.8940191635554695e-05,,0.9055664088207052,3.2167734346461805e-05,5.471973639498065e-06,,2.085205218636907,0.23195227761277223
136,0.3076836625963348,0.17902739272299523,0.0096041589688387,0.15919637594697145,0.40356496866454405,0.028168411769440335,0.0027430577686077717,0.2352275795935233,36.66975494063061,8.995895471643975
137,0.0730349633635165,,,,2.055094600218201,,,,,
138,0.17571242971611992,0.003994896099462061,0.0003646837888735533,0.0038202407369820413,0.17838769796116963,0.0037884233854020475,0.00011636497648772086,0.0046353821949751736,2.1673363405722648,0.2403314732128374
139,0.5456669378376912,0.0008371942257435145,0.00039501779095575814,0.024344168060933605,1.0614888396494326,0.0005406901289673064,2.87708662507907e-05,0.008652827808575878,2.1662563141576285,0.24219063406137206
140,0.15630516605235178,0.02639329747268576,0.0026583683476001487,0.007422328287545955,0.22413752619851454,0.0019302814266087189,3.448408553547332e-05,0.015443559990311991,2.1522915407494945,0.23859647565913175
141,0.2153441758435986,0.0028045459937893905,7.326016891495197e-05,0.0717893322343899,0.5732806325546627,0.0005350894562366838,0.0001354554315004824,0.05822888195481142,2.1084849199912865,0.23422231159467774
142,0.3279675794188012,0.004022562899450229,4.798764366985284e-05,0.016944377938209805,0.3430688453965877,0.0054462697844233155,0.0007094832088833542,0.006011434160413685,2.0279476841016884,0.22541493140242386
143,0.38942920209722853,0.0001723459861271688,3.821652737439007e-06,0.00020705954104694176,1.1412622363229006,1.5260586574323005e-05,8.87240477842361e-06,2.0730673998129382e-05,2.0048415410199882,0.222770607751584
144,0.08018707298681275,,,,0.336772971167584,,,,,
145,0.046351954797129356,,,,0.08907106973863907,,,,,
146,0.025070094278688476,0.14873434588603196,5.377695763034321e-05,0.07694446666165744,0.1991408087868087,0.013860974636205638,0.0005489924439303049,0.0034099931896426133,72.58161312868803,22.3803260068895
147,0.019905258186382634,0.021153946756515024,6.57523244389711e-05,,0.6745898994768407,0.011864919904611944,0.0016109222674400175,,17.42561679692503,4.887516104251569
148,0.35079300469964253,0.0021191384521970116,4.9555684686880234e-05,0.007628140027468064,0.6722979987007861,0.00023220061673489311,3.082637127308887e-05,,2.105216478835821,0.23385429841137523
149,0.054231109667797775,0.0043688381131536305,6.731715747916802e-05,0.011235640923182669,0.34028476757700366,0.0006886338494708498,3.993245527295017e-05,0.0022762684870254266,1.985651189227256,0.2213750738330919
150,0.9152475523595206,0.0029001901157499174,0.00018640861488213945,,1.4515897025316036,0.0019034325031316724,0.0003236692932672893,,2.0495789050405238,0.22785856031628254
151,0.0003666263461590751,0.11199600394495571,3.190324554540208e-05,,0.38916304847879446,0.0001116646747984211,8.928496222413742e-06,1.5366513187574967e-05,2.038988923354927,0.22560293729475056
152,0.047879917688077984,,,,0.6123889359603407,,,,,
153,0.686042253774861,8.74163790862063e-05,1.5237195290939409e-05,,1.289172129938363,1.3166649545681445e-05,2.8362840209065644e-06,,2.2244975263862656,0.24748049428083038
154,0.03653928411910009,,,,0.5175139538268397,,,,,
155,0.18515492980965076,0.004314667983954416,0.0001825412364601052,0.006926920152005573,1.1317193585091072,9.739075210123397e-05,6.586109734600301e-07,0.012041723500001487,2.103611239884877,0.23374646795228338
156,0.42689236226015825,0.036835505298830756,0.01241679996773949,0.0030843823225291324,0.8595246134697424,0.005860474411801392,1.1344200140381705e-05,,2.154375461707237,0.23916637706332372
157,0.6101974538177206,0.0018314038105429553,0.000657165218112822,0.037578609017936984,1.3394728894149281,0.00028891584982561493,0.0004975078233493235,,2.113070050200975,0.23469733636716011
158,0.21665508465159763,0.0003077858921502738,2.8197998507426625e-05,0.01416926710819539,0.6552860459566431,0.0004345857988996,2.160134220829753e-05,,2.0525758910396505,0.22794435773241342
159,0.08160183590676792,0.03866796953129338,4.5458159935544406e-05,0.14001220965365205,0.23321156710388133,0.009347391862725637,0.0010886732164083301,0.003530643336426201,2.0999568962206645,0.23563814971582628
160,0.8742032229904588,5.385649931566921e-05,3.6648050629536346e-06,,1.8782936752648636,1.2577013038116266e-05,1.926107807813303e-05,,2.1628914762230194,0.24177518860698144
161,0.412412855843026,0.019663872066618338,0.004275213531055543,0.010712379468174394,0.5219877755537133,0.005027984801586311,0.0007689397678280558,,2.0531265569625754,0.22822080883433019
162,0.09999828792308649,0.04781608129306926,2.433142921589586e-06,0.05992696409023899,0.9401480866878366,7.51218999453145e-05,2.1930953626076968e-05,,22.792940716576716,6.9509409386349645
163,0.5276402267235001,0.0008945847313581059,4.999400760684954e-05,0.008919729804623563,0.612613147485863,0.0012176916528205994,0.00025672871268410933,0.0084959815906678,2.1474795663704827,0.23852058473560436
164,0.8584703883974772,1.4432957656764864e-05,7.043356563490399e-06,,0.9638029262048325,1.8532900300969045e-05,5.913654959391286e-06,,2.1504242410310894,0.23922885206318456
165,0.0642417943674311,0.03756005900454385,3.560961185424661e-05,0.037184024747007056,0.7123975636373265,0.0002056996868680351,1.7898246920318556e-05,,6.859365269796232,1.7457311044706376
166,0.07623495670006694,,,,0.21557569213054412,,,,,
167,0.6749271281965022,0.0053263520579967475,4.6718022129878065e-05,,1.1350342064067567,9.565636461436373e-05,8.9033970971935e-05,0.029342888231236444,1.8019209540604404,0.2403127212430036
168,0.5734672138230285,0.0008942961763191931,0.00015392466590048699,0.11752940096692496,0.7873918821763392,0.0008978931549292,0.0008837322964691769,,2.0117478465240204,0.22363969040297804
169,0.1962191750904486,0.004116982608523633,0.00016496825730780862,0.013629581675600733,0.6161236685196907,0.0006584966679220984,3.7609691472664777e-05,0.004376432127756768,2.1360608481182233,0.2375712667938134
170,0.4768232324367451,0.013264276527227897,0.0022475867248990264,,1.5241482603608325,0.024125273788643428,0.014342590834129861,,14.661261901663236,3.4647757756521966
171,0.10047930705136282,,,,0.10973990518710124,,,,,
172,0.5853002446882695,0.017356335258795336,0.0006492834573731557,0.5416743077825565,0.8217205970316079,0.00024324282840589844,0.00015023699354333318,,2.302744756028014,0.2571259450100049
173,0.5511527825586954,0.0008045288445692933,2.1344868683298814e-05,0.07950845690016471,1.644940571585934,7.278503131792058e-05,0.00021850957696291384,,2.0361552560187,0.22627001954450826
174,0.42568220067339585,0.00028889974071466496,0.0001497140502672101,0.001395222385313449,0.49529890265970683,0.00018769688610720744,3.821802825369813e-05,,2.166106624497045,0.24067267946876744
175,0.07695621675948734,,,,0.27978158950115484,,,,,
176,0.17690018317475464,0.016585969726038825,0.00021785080410336046,0.03147068290192606,0.5159514556470305,0.00552678107045831,0.0011427713322889668,,70.77069134296761,23.214931813193594
177,0.1079963230655446,,,,0.20288053279466411,,,,,
178,0.17638045013954431,0.0003561762217045734,8.250056467511218e-05,0.0004432410467386293,0.47443754008080025,6.698657140579532e-05,7.373545751723499e-07,,2.034925924591873,0.22606664475930044
179,0.023683809089431327,,,,0.18602710733813432,,,,,
180,0.2923142095250878,0.010534289116976148,0.016245218726979226,0.011920443162211665,0.7258636552819214,0.0016175530179586928,2.8676612524093463e-05,,2.157276208593558,0.23969117050859073
181,0.3760049177278727,0.0013637786458774303,0.00017283262961343502,0.00036060518234939053,0.597896411338996,0.0025056096520317543,0.0001479883319931871,0.2602907637222236,2.043676590564563,0.2270273136072217
